product_name,product_price,product_link
"Samsung Galaxy A15 6.6"" 4G LTE (8GB RAM + 256GB ROM) - 50 Mpx -  Bleu",2300.0,https://www.jumia.ma/samsung-galaxy-a15-6.6-4g-lte-8gb-ram-256gb-rom-50-mpx-bleu-65557440.html
"Samsung Galaxy S22 Normal Bora Purple - Écran 6.1""( 8Go 128Go ) Violet - Dual Sim - Neuf",5550.0,https://www.jumia.ma/samsung-galaxy-s22-normal-bora-purple-ecran-6.1-8go-128go-violet-dual-sim-neuf-61951411.html
"Samsung Galaxy A05 6.7"" 4G LTE (4GB RAM + 128GB ROM) - 50 Mpx - Silver",1390.0,https://www.jumia.ma/samsung-galaxy-a05-6.7-4g-lte-4gb-ram-128gb-rom-50-mpx-silver-64541183.html
Samsung Galaxy A34 5G - 6.6'' - (8GB - 128GB)  -50MP+12MP+5MP+/32MP - Vert,3190.0,https://www.jumia.ma/samsung-galaxy-a34-5g-6.6-8gb-128gb-50mp12mp5mp32mp-vert-64765991.html
Samsung Galaxy S23 Ultra 12 Go Ram + 256 Go Rom - Lavender,11219.0,https://www.jumia.ma/samsung-galaxy-s23-ultra-12-go-ram-256-go-rom-lavender-64723529.html
"Samsung A05 6.7"" (4GB - 64GB) IPS LCD - 5000 mAh - 50MP- Noir",1270.0,https://www.jumia.ma/samsung-a05-6.7-4gb-64gb-ips-lcd-5000-mah-50mp-noir-64881531.html
"Samsung Galaxy A24 6.6"" 4G LTE (8GB RAM + 128GB ROM) - 50 Mpx - Vert+ Adapteur",2880.0,https://www.jumia.ma/samsung-galaxy-a24-6.6-4g-lte-8gb-ram-128gb-rom-50-mpx-vert-adapteur-64438271.html
Samsung Galaxy A14 6.6'' LTE 4+64GB  Argent,1420.0,https://www.jumia.ma/samsung-galaxy-a14-6.6-lte-464gb-argent-65319515.html
Samsung Galaxy A54 5G - 6.5'' - (8GB - 128GB) -50MP+12MP+5MP+/32MP -White,3600.0,https://www.jumia.ma/samsung-galaxy-a54-5g-6.5-8gb-128gb-50mp12mp5mp32mp-white-65127532.html
Samsung GALAXY M54 - 256Go - 8Go Ram - 64 Mpx - Android - Dark Bleu,3830.0,https://www.jumia.ma/samsung-galaxy-m54-256go-8go-ram-64-mpx-android-dark-bleu-65589714.html
"Samsung Galaxy A05 6.7"" 4G LTE (4GB RAM + 128GB ROM) - 50 Mpx - Noir",1390.0,https://www.jumia.ma/samsung-galaxy-a05-6.7-4g-lte-4gb-ram-128gb-rom-50-mpx-noir-64545886.html
Samsung Galaxy Z Flip 6 Silver Shadow 6.7'' 512Go (SM-F741BZSEMWD),22053.0,https://www.jumia.ma/samsung-galaxy-z-flip-6-silver-shadow-6.7-512go-sm-f741bzsemwd-65556077.html
Samsung Galaxy A35 5G - 6.6'' - (8GB - 256 GB)  -50MP+12MP+5MP+/32MP - VIOLET,4390.0,https://www.jumia.ma/samsung-galaxy-a35-5g-6.6-8gb-256-gb-50mp12mp5mp32mp-violet-65296249.html
"Samsung Galaxy S24 Violet ( 8 Go RAM / 128 Go )  Ecran AMOLED 2X 120Hz 6.2"" Remis à neuf",7300.0,https://www.jumia.ma/samsung-galaxy-s24-violet-8-go-ram-128-go-ecran-amoled-2x-120hz-6.2-remis-a-neuf-65226386.html
Samsung GALAXY M54 - 256Go - 8Go Ram - 64 Mpx - Android -  Silver,3830.0,https://www.jumia.ma/samsung-galaxy-m54-256go-8go-ram-64-mpx-android-silver-65589715.html
"Samsung Galaxy A15 6.6"" 4G LTE (4GB RAM + 128GB ROM) - 50 Mpx - Bleu Noir",1699.0,https://www.jumia.ma/samsung-galaxy-a15-6.6-4g-lte-4gb-ram-128gb-rom-50-mpx-bleu-noir-65591058.html
Samsung Galaxy S23 Plus 8Go Ram 256 Go Rom - Cream,9799.0,https://www.jumia.ma/samsung-galaxy-s23-plus-8go-ram-256-go-rom-cream-64721419.html
"Samsung Galaxy S23FE - 6.4"" - 8GB + 256GB - Graphite",6399.0,https://www.jumia.ma/samsung-galaxy-s23fe-6.4-8gb-256gb-graphite-64158923.html
Samsung Galaxy A73 5G - 6.5'' - (8GB - 256GB) -64MP+12MP+5MP+/32MP,5680.0,https://www.jumia.ma/samsung-galaxy-a73-5g-6.5-8gb-256gb-64mp12mp5mp32mp-62123635.html
"Samsung Galaxy Z Fold 3 - 7,6"" - 512 GB + 12 GB - Noir",8699.0,https://www.jumia.ma/samsung-galaxy-z-fold-3-76-512-gb-12-gb-noir-64211716.html
Samsung Galaxy A04S - 4G - 6.5’’- 4Go / 128Go - 50MP - 5000mAh - Noir + Écouteur + Watch,1799.0,https://www.jumia.ma/galaxy-a04s-4g-6.5-4go-128go-50mp-5000mah-noir-ecouteur-watch-samsung-mpg1400080.html
Samsung Galaxy A73 5G - 6.5'' - (8GB - 256GB) -64MP+12MP+5MP+/32MP,5900.0,https://www.jumia.ma/samsung-galaxy-a73-5g-6.5-8gb-256gb-64mp12mp5mp32mp-62123418.html
Samsung Galaxy A15 - 4G + 128GB - Jaune,1699.0,https://www.jumia.ma/samsung-galaxy-a15-4g-128gb-jaune-64585521.html
Samsung Galaxy S23 Ultra 12 Go Ram + 256 Go Rom - Cream,11219.0,https://www.jumia.ma/samsung-galaxy-s23-ultra-12-go-ram-256-go-rom-cream-64723543.html
Samsung Galaxy S23 Ultra 12 Go Ram + 256 Go Rom - Phantom Black,11119.0,https://www.jumia.ma/samsung-galaxy-s23-ultra-12-go-ram-256-go-rom-phantom-black-64723530.html
